ID;RESP_ID;RESP_ID_RAW;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q011;Q013;Q015;Q016;Q017;Q019;Q021;Q022
997;363;r00363;0;3;1;;1;1;2;2;;0;0;0;2;1;1;4;0
998;363;r00363;0;3;1;;1;1;2;2;;0;0;0;2;1;1;10;0
999;363;r00363;0;3;1;;1;1;2;2;;0;0;0;2;1;1;0;0
1000;363;r00363;0;3;1;;1;1;2;2;;0;0;0;2;1;1;1;0
1001;364;r00364;0;3;1;;1;0;0;0;;0;0;0;5;1;1;5;2
1002;364;r00364;0;3;1;;1;0;0;0;;0;0;0;5;1;1;4;2
1003;364;r00364;0;3;1;;1;0;0;0;;0;0;0;5;1;1;2;2
1004;364;r00364;0;3;1;;1;0;0;0;;0;0;0;5;1;1;3;2
1005;365;r00365;0;3;1;;1;0;1;0;;0;0;1;2;1;1;6;2
1006;366;r00366;0;1;1;;1;1;0;0;;0;0;0;2;0;0;8;0
1007;367;r00367;0;3;1;;1;1;1;1;4;1;1;1;4;1;1;0;0
1008;367;r00367;0;3;1;;1;1;1;1;9;1;1;1;4;1;1;0;0
1009;367;r00367;0;3;1;;1;1;1;1;3;1;1;1;4;1;1;0;0
1010;367;r00367;0;3;1;;1;1;1;1;14;1;1;1;4;1;1;0;0
1011;368;r00368;0;1;1;;1;0;1;0;13;1;1;0;3;1;1;2;0
1012;368;r00368;0;1;1;;1;0;1;0;13;1;1;0;3;1;1;5;0
1013;368;r00368;0;1;1;;1;0;1;0;13;1;1;0;3;1;1;0;0
1014;368;r00368;0;1;1;;1;0;1;0;13;1;1;0;3;1;1;9;0
1015;368;r00368;0;1;1;;1;0;1;0;1;1;1;0;3;1;1;2;0
1016;368;r00368;0;1;1;;1;0;1;0;1;1;1;0;3;1;1;5;0
1017;368;r00368;0;1;1;;1;0;1;0;1;1;1;0;3;1;1;0;0
1018;368;r00368;0;1;1;;1;0;1;0;1;1;1;0;3;1;1;9;0
1019;369;r00369;0;2;1;;1;1;1;1;4;1;1;1;2;1;1;6;2
1020;369;r00369;0;2;1;;1;1;1;1;4;1;1;1;2;1;1;0;2
1021;369;r00369;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;6;2
1022;369;r00369;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;0;2
1023;369;r00369;0;2;1;;1;1;1;1;3;1;1;1;2;1;1;6;2
1024;369;r00369;0;2;1;;1;1;1;1;3;1;1;1;2;1;1;0;2
1025;370;r00370;0;4;1;;1;0;2;0;;0;0;1;3;1;1;2;0
1026;371;r00371;0;1;1;;1;0;0;0;;0;0;0;5;1;1;11;0
1027;371;r00371;0;1;1;;1;0;0;0;;0;0;0;5;1;1;2;0
1028;371;r00371;0;1;1;;1;0;0;0;;0;0;0;5;1;1;3;0
1029;372;r00372;0;1;1;;1;1;1;1;4;1;1;2;10;1;1;2;0
1030;372;r00372;0;1;1;;1;1;1;1;9;1;1;2;10;1;1;2;0
1031;372;r00372;0;1;1;;1;1;1;1;3;1;1;2;10;1;1;2;0
1032;372;r00372;0;1;1;;1;1;1;1;14;1;1;2;10;1;1;2;0
1033;373;r00373;1;;;;1;0;1;2;9;1;1;0;2;0;0;0;2
1034;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;7;0
1035;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;1;0
1036;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;0;0
1037;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;10;0
1038;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;5;0
1039;374;r00374;1;;;;1;2;1;1;4;1;1;0;3;0;0;4;0
1040;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;7;0
1041;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;1;0
1042;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;0;0
1043;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;10;0
1044;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;5;0
1045;374;r00374;1;;;;1;2;1;1;9;1;1;0;3;0;0;4;0
1046;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;7;0
1047;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;1;0
1048;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;0;0
1049;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;10;0
1050;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;5;0
1051;374;r00374;1;;;;1;2;1;1;8;1;1;0;3;0;0;4;0
1052;375;r00375;0;2;1;;1;1;0;0;;0;0;0;2;1;1;1;2
1053;375;r00375;0;2;1;;1;1;0;0;;0;0;0;2;1;1;0;2
1054;376;r00376;0;4;1;;0;0;2;0;;0;0;1;1;0;0;7;0
1055;377;r00377;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;0;0
1056;377;r00377;0;2;1;;1;1;1;1;3;1;1;1;2;1;1;0;0
1057;378;r00378;1;;;;1;1;1;1;4;1;1;1;2;1;1;8;2
1058;378;r00378;1;;;;1;1;1;1;9;1;1;1;2;1;1;8;2
1059;378;r00378;1;;;;1;1;1;1;10;1;1;1;2;1;1;8;2
1060;378;r00378;1;;;;1;1;1;1;3;1;1;1;2;1;1;8;2
1061;379;r00379;0;5;0;1;1;1;2;2;;0;1;1;1;4;4;7;1
1062;380;r00380;0;2;1;;1;1;1;1;9;1;1;0;4;0;0;0;1
1063;380;r00380;0;2;1;;1;1;1;1;1;1;1;0;4;0;0;0;1
1064;381;r00381;0;5;0;1;1;1;1;1;4;1;1;0;3;1;1;5;0
1065;381;r00381;0;5;0;1;1;1;1;1;3;1;1;0;3;1;1;5;0
1066;382;r00382;0;3;1;;1;1;1;1;1;0;1;1;2;1;1;0;0
1067;383;r00383;0;2;1;;1;2;1;1;9;1;1;0;3;1;1;4;0
1068;383;r00383;0;2;1;;1;2;1;1;3;1;1;0;3;1;1;4;0
1069;383;r00383;0;2;1;;1;2;1;1;17;1;1;0;3;1;1;4;0
1070;384;r00384;0;0;1;;1;2;1;1;4;1;1;1;1;4;4;1;0
1071;384;r00384;0;0;1;;1;2;1;1;9;1;1;1;1;4;4;1;0
1072;384;r00384;0;0;1;;1;2;1;1;10;1;1;1;1;4;4;1;0
1073;385;r00385;0;4;1;;1;1;1;2;9;1;1;0;3;1;1;7;2
1074;386;r00386;1;;;;1;0;0;0;;0;0;0;5;1;0;2;0
1075;387;r00387;1;;;;1;1;0;0;;0;1;1;4;1;1;11;2
1076;388;r00388;0;5;1;;1;1;1;1;4;1;1;1;1;1;1;0;0
1077;388;r00388;0;5;1;;1;1;1;1;9;1;1;1;1;1;1;0;0
1078;388;r00388;0;5;1;;1;1;1;1;14;1;1;1;1;1;1;0;0
1079;389;r00389;0;3;1;;1;1;1;1;4;1;1;0;2;1;1;0;0
1080;389;r00389;0;3;1;;1;1;1;1;9;1;1;0;2;1;1;0;0
1081;390;r00390;0;3;1;;1;0;0;0;;0;0;1;6;1;1;10;0
1082;391;r00391;0;5;1;;0;0;0;0;;0;0;1;2;1;1;1;1
1083;392;r00392;0;3;1;;1;2;1;1;4;1;1;0;3;1;1;5;2
1084;392;r00392;0;3;1;;1;2;1;1;4;1;1;0;3;1;1;2;2
1085;393;r00393;0;3;1;;1;1;0;2;;0;0;0;3;1;1;0;0
1086;394;r00394;0;4;1;;1;2;1;1;4;1;1;0;4;1;1;2;2
1087;394;r00394;0;4;1;;1;2;1;1;9;1;1;0;4;1;1;2;2
1088;395;r00395;1;;;;1;0;0;0;;0;0;0;3;0;0;1;0
1089;396;r00396;0;1;1;;1;2;2;2;;0;0;1;2;0;0;10;0
1090;397;r00397;0;2;1;;0;0;0;0;;0;1;0;1;0;0;0;1
1091;398;r00398;0;4;1;;1;1;1;1;4;0;1;0;2;1;1;4;0
1092;398;r00398;0;4;1;;1;1;1;1;9;0;1;0;2;1;1;4;0
1093;398;r00398;0;4;1;;1;1;1;1;3;0;1;0;2;1;1;4;0
1094;398;r00398;0;4;1;;1;1;1;1;13;0;1;0;2;1;1;4;0
1095;398;r00398;0;4;1;;1;1;1;1;12;0;1;0;2;1;1;4;0
1096;398;r00398;0;4;1;;1;1;1;1;14;0;1;0;2;1;1;4;0
1097;399;r00399;1;;;;1;1;2;0;9;1;1;1;5;1;1;7;2
1098;399;r00399;1;;;;1;1;2;0;16;1;1;1;5;1;1;7;2
1099;400;r00400;0;3;1;;1;2;0;0;;0;0;0;3;1;1;0;1
1100;400;r00400;0;3;1;;1;2;0;0;;0;0;0;3;1;1;5;1
1101;401;r00401;0;1;1;;1;0;2;2;4;1;1;0;3;1;1;0;0
1102;401;r00401;0;1;1;;1;0;2;2;3;1;1;0;3;1;1;0;0
1103;402;r00402;0;3;1;;1;1;1;1;4;1;1;0;4;0;0;6;2
1104;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;8;2
1105;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;9;2
1106;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;1;2
1107;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;0;2
1108;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;6;2
1109;403;r00403;1;;;;1;1;1;0;9;1;1;1;3;1;1;4;2
1110;404;r00404;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;4;2
1111;404;r00404;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;6;2
1112;404;r00404;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;0;2
1113;405;r00405;0;2;0;1;1;2;0;0;;0;0;0;2;2;2;1;2
1114;406;r00406;1;;;;1;2;0;2;;0;0;0;2;1;1;8;0
1115;407;r00407;0;3;1;;1;1;1;1;4;1;1;0;4;1;1;2;0
1116;407;r00407;0;3;1;;1;1;1;1;4;1;1;0;4;1;1;0;0
1117;407;r00407;0;3;1;;1;1;1;1;3;1;1;0;4;1;1;2;0
1118;407;r00407;0;3;1;;1;1;1;1;3;1;1;0;4;1;1;0;0
1119;407;r00407;0;3;1;;1;1;1;1;12;1;1;0;4;1;1;2;0
1120;407;r00407;0;3;1;;1;1;1;1;12;1;1;0;4;1;1;0;0
1121;407;r00407;0;3;1;;1;1;1;1;9;1;1;0;4;1;1;2;0
1122;407;r00407;0;3;1;;1;1;1;1;9;1;1;0;4;1;1;0;0
1123;407;r00407;0;3;1;;1;1;1;1;14;1;1;0;4;1;1;2;0
1124;407;r00407;0;3;1;;1;1;1;1;14;1;1;0;4;1;1;0;0
1125;408;r00408;0;3;1;;1;1;1;0;4;1;1;0;4;1;1;0;2
1126;408;r00408;0;3;1;;1;1;1;0;9;1;1;0;4;1;1;0;2
1127;408;r00408;0;3;1;;1;1;1;0;13;1;1;0;4;1;1;0;2
1128;409;r00409;0;2;1;;0;0;0;1;3;1;1;0;1;1;1;0;0
1129;409;r00409;0;2;1;;0;0;0;1;3;1;1;0;1;1;1;1;0
1130;410;r00410;0;3;1;;1;2;1;1;9;0;0;0;2;1;1;0;0
1131;411;r00411;0;5;1;;1;1;1;2;9;1;1;0;4;1;1;4;1
1132;411;r00411;0;5;1;;1;1;1;2;9;1;1;0;4;1;1;5;1
1133;412;r00412;0;2;1;;1;1;1;1;4;1;1;1;2;0;0;9;1
1134;413;r00413;1;;;;1;0;1;0;4;1;1;0;3;0;0;8;2
1135;413;r00413;1;;;;1;0;1;0;4;1;1;0;3;0;0;0;2
1136;413;r00413;1;;;;1;0;1;0;4;1;1;0;3;0;0;10;2
1137;413;r00413;1;;;;1;0;1;0;4;1;1;0;3;0;0;5;2
1138;413;r00413;1;;;;1;0;1;0;4;1;1;0;3;0;0;3;2
1139;414;r00414;0;2;1;;1;0;1;0;;0;1;0;3;0;0;0;1
1140;415;r00415;0;1;0;1;0;2;1;1;4;1;1;0;2;0;0;1;1
1141;415;r00415;0;1;0;1;0;2;1;1;4;1;1;0;2;0;0;0;1
1142;415;r00415;0;1;0;1;0;2;1;1;4;1;1;0;2;0;0;6;1
1143;415;r00415;0;1;0;1;0;2;1;1;4;1;1;0;2;0;0;5;1
1144;415;r00415;0;1;0;1;0;2;1;1;9;1;1;0;2;0;0;1;1
1145;415;r00415;0;1;0;1;0;2;1;1;9;1;1;0;2;0;0;0;1
1146;415;r00415;0;1;0;1;0;2;1;1;9;1;1;0;2;0;0;6;1
1147;415;r00415;0;1;0;1;0;2;1;1;9;1;1;0;2;0;0;5;1
1148;415;r00415;0;1;0;1;0;2;1;1;16;1;1;0;2;0;0;1;1
1149;415;r00415;0;1;0;1;0;2;1;1;16;1;1;0;2;0;0;0;1
1150;415;r00415;0;1;0;1;0;2;1;1;16;1;1;0;2;0;0;6;1
1151;415;r00415;0;1;0;1;0;2;1;1;16;1;1;0;2;0;0;5;1
1152;415;r00415;0;1;0;1;0;2;1;1;17;1;1;0;2;0;0;1;1
1153;415;r00415;0;1;0;1;0;2;1;1;17;1;1;0;2;0;0;0;1
1154;415;r00415;0;1;0;1;0;2;1;1;17;1;1;0;2;0;0;6;1
1155;415;r00415;0;1;0;1;0;2;1;1;17;1;1;0;2;0;0;5;1
1156;416;r00416;0;2;1;;1;0;1;1;4;1;1;1;2;0;0;4;2
1157;416;r00416;0;2;1;;1;0;1;1;13;1;1;1;2;0;0;4;2
1158;416;r00416;0;2;1;;1;0;1;1;12;1;1;1;2;0;0;4;2
1159;417;r00417;1;;;;1;1;1;1;9;1;1;1;2;0;0;0;1
1160;417;r00417;1;;;;1;1;1;1;9;1;1;1;2;0;0;5;1
1161;417;r00417;1;;;;1;1;1;1;9;1;1;1;2;0;0;2;1
1162;417;r00417;1;;;;1;1;1;1;9;1;1;1;2;0;0;7;1
1163;417;r00417;1;;;;1;1;1;1;11;1;1;1;2;0;0;0;1
1164;417;r00417;1;;;;1;1;1;1;11;1;1;1;2;0;0;5;1
1165;417;r00417;1;;;;1;1;1;1;11;1;1;1;2;0;0;2;1
1166;417;r00417;1;;;;1;1;1;1;11;1;1;1;2;0;0;7;1
1167;418;r00418;1;;;;1;2;0;1;4;1;1;0;2;0;0;8;2
1168;419;r00419;0;2;1;;1;1;1;2;;0;1;0;2;2;2;0;2
1169;420;r00420;0;2;1;;1;1;1;1;4;1;1;2;2;0;0;0;1
1170;420;r00420;0;2;1;;1;1;1;1;4;1;1;2;2;0;0;5;1
1171;420;r00420;0;2;1;;1;1;1;1;9;1;1;2;2;0;0;0;1
1172;420;r00420;0;2;1;;1;1;1;1;9;1;1;2;2;0;0;5;1
1173;421;r00421;0;3;1;;1;0;0;0;;0;0;1;1;1;1;0;1
1174;422;r00422;0;3;1;;1;1;1;0;9;1;1;0;2;1;1;2;0
1175;422;r00422;0;3;1;;1;1;1;0;9;1;1;0;2;1;1;6;0
1176;422;r00422;0;3;1;;1;1;1;0;14;1;1;0;2;1;1;2;0
1177;422;r00422;0;3;1;;1;1;1;0;14;1;1;0;2;1;1;6;0
1178;422;r00422;0;3;1;;1;1;1;0;17;1;1;0;2;1;1;2;0
1179;422;r00422;0;3;1;;1;1;1;0;17;1;1;0;2;1;1;6;0
1180;423;r00423;0;5;0;1;1;1;1;1;4;1;0;0;4;1;1;2;0
1181;423;r00423;0;5;0;1;1;1;1;1;2;1;0;0;4;1;1;2;0
1182;424;r00424;0;3;1;;1;2;2;2;4;1;1;0;6;1;1;2;0
1183;424;r00424;0;3;1;;1;2;2;2;4;1;1;0;6;1;1;6;0
1184;424;r00424;0;3;1;;1;2;2;2;9;1;1;0;6;1;1;2;0
1185;424;r00424;0;3;1;;1;2;2;2;9;1;1;0;6;1;1;6;0
1186;424;r00424;0;3;1;;1;2;2;2;14;1;1;0;6;1;1;2;0
1187;424;r00424;0;3;1;;1;2;2;2;14;1;1;0;6;1;1;6;0
1188;425;r00425;0;2;1;;1;0;0;0;;0;0;0;2;1;1;0;0
1189;426;r00426;0;5;1;;1;2;0;0;;0;0;0;2;1;1;5;0
1190;427;r00427;0;3;1;;1;0;0;0;;0;0;1;2;1;1;0;2
1191;428;r00428;1;;;;1;1;1;1;4;1;1;0;3;1;1;3;2
1192;428;r00428;1;;;;1;1;1;1;9;1;1;0;3;1;1;3;2
1193;429;r00429;0;2;1;;1;1;1;1;4;1;1;1;2;1;1;11;0
1194;429;r00429;0;2;1;;1;1;1;1;4;1;1;1;2;1;1;4;0
1195;429;r00429;0;2;1;;1;1;1;1;4;1;1;1;2;1;1;10;0
1196;429;r00429;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;11;0
1197;429;r00429;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;4;0
1198;429;r00429;0;2;1;;1;1;1;1;9;1;1;1;2;1;1;10;0
1199;430;r00430;0;3;1;;1;1;0;0;;0;0;0;3;4;4;0;2
1200;431;r00431;0;2;0;1;1;1;1;1;4;0;1;0;2;0;0;5;1
1201;431;r00431;0;2;0;1;1;1;1;1;4;0;1;0;2;0;0;0;1
1202;431;r00431;0;2;0;1;1;1;1;1;9;0;1;0;2;0;0;5;1
1203;431;r00431;0;2;0;1;1;1;1;1;9;0;1;0;2;0;0;0;1
1204;432;r00432;0;3;1;;1;0;0;0;;0;1;0;3;0;0;0;0
1205;432;r00432;0;3;1;;1;0;0;0;;0;1;0;3;0;0;4;0
1206;432;r00432;0;3;1;;1;0;0;0;;0;1;0;3;0;0;2;0
1207;433;r00433;1;;;;1;0;0;0;;0;0;0;2;1;1;5;0
1208;433;r00433;1;;;;1;0;0;0;;0;0;0;2;1;1;8;0
1209;434;r00434;0;3;1;;1;0;2;2;;0;0;0;4;0;0;3;0
1210;435;r00435;0;3;1;;1;0;0;0;;0;0;0;2;0;0;0;0
1211;435;r00435;0;3;1;;1;0;0;0;;0;0;0;2;0;0;5;0
1212;436;r00436;0;4;1;;1;0;1;0;9;1;1;0;3;0;0;2;0
1213;436;r00436;0;4;1;;1;0;1;0;13;1;1;0;3;0;0;2;0
1214;437;r00437;0;2;0;1;1;0;0;0;;0;0;0;2;0;0;2;1
1215;437;r00437;0;2;0;1;1;0;0;0;;0;0;0;2;0;0;1;1
1216;437;r00437;0;2;0;1;1;0;0;0;;0;0;0;2;0;0;0;1
1217;438;r00438;0;2;1;;1;1;2;2;;0;1;0;5;1;1;0;2
1218;439;r00439;0;3;1;;1;0;0;0;;0;0;0;2;1;1;0;0
1219;440;r00440;0;3;0;1;1;1;1;1;9;1;1;1;8;1;1;0;0
1220;440;r00440;0;3;0;1;1;1;1;1;9;1;1;1;8;1;1;1;0
1221;440;r00440;0;3;0;1;1;1;1;1;9;1;1;1;8;1;1;9;0
1222;440;r00440;0;3;0;1;1;1;1;1;3;1;1;1;8;1;1;0;0
1223;440;r00440;0;3;0;1;1;1;1;1;3;1;1;1;8;1;1;1;0
1224;440;r00440;0;3;0;1;1;1;1;1;3;1;1;1;8;1;1;9;0
1225;441;r00441;1;;;;1;2;0;0;;0;0;0;3;1;1;3;0
1226;442;r00442;1;;;;1;1;1;1;12;1;1;0;4;1;1;8;0
1227;442;r00442;1;;;;1;1;1;1;12;1;1;0;4;1;1;0;0
1228;442;r00442;1;;;;1;1;1;1;12;1;1;0;4;1;1;7;0
1229;443;r00443;1;;;;1;2;1;2;3;1;1;0;7;1;1;8;2
1230;443;r00443;1;;;;1;2;1;2;3;1;1;0;7;1;1;0;2
1231;444;r00444;1;;;;1;1;2;2;;0;1;0;2;2;2;8;0
1232;444;r00444;1;;;;1;1;2;2;;0;1;0;2;2;2;0;0
1233;445;r00445;0;5;0;1;1;2;2;2;;0;1;0;3;1;1;2;1
1234;445;r00445;0;5;0;1;1;2;2;2;;0;1;0;3;1;1;5;1
1235;446;r00446;0;3;1;;1;2;1;1;3;1;1;0;2;1;1;0;2
1236;446;r00446;0;3;1;;1;2;1;1;14;1;1;0;2;1;1;0;2
1237;447;r00447;0;1;1;;1;0;0;2;;0;0;1;1;1;1;1;1
1238;447;r00447;0;1;1;;1;0;0;2;;0;0;1;1;1;1;0;1
1239;448;r00448;0;3;1;;1;0;0;0;;0;0;0;3;1;1;0;0
1240;449;r00449;0;2;1;;0;0;0;0;;0;1;0;3;0;0;0;1
1241;450;r00450;1;;;;0;0;0;0;;0;0;0;4;0;0;3;0
1242;451;r00451;0;5;0;1;1;0;0;1;14;1;1;0;2;1;1;5;0
1243;451;r00451;0;5;0;1;1;0;0;1;14;1;1;0;2;1;1;6;0
1244;451;r00451;0;5;0;1;1;0;0;1;14;1;1;0;2;1;1;0;0
1245;451;r00451;0;5;0;1;1;0;0;1;14;1;1;0;2;1;1;1;0
1246;451;r00451;0;5;0;1;1;0;0;1;16;1;1;0;2;1;1;5;0
1247;451;r00451;0;5;0;1;1;0;0;1;16;1;1;0;2;1;1;6;0
1248;451;r00451;0;5;0;1;1;0;0;1;16;1;1;0;2;1;1;0;0
1249;451;r00451;0;5;0;1;1;0;0;1;16;1;1;0;2;1;1;1;0
1250;452;r00452;0;0;1;;1;1;1;1;4;0;1;0;4;1;1;8;0
1251;452;r00452;0;0;1;;1;1;1;1;9;0;1;0;4;1;1;8;0
1252;452;r00452;0;0;1;;1;1;1;1;13;0;1;0;4;1;1;8;0
1253;452;r00452;0;0;1;;1;1;1;1;14;0;1;0;4;1;1;8;0
1254;452;r00452;0;0;1;;1;1;1;1;17;0;1;0;4;1;1;8;0
1255;452;r00452;0;0;1;;1;1;1;1;1;0;1;0;4;1;1;8;0
1256;453;r00453;0;2;1;;1;1;1;1;4;1;1;0;3;1;1;2;0
1257;453;r00453;0;2;1;;1;1;1;1;4;1;1;0;3;1;1;5;0
1258;453;r00453;0;2;1;;1;1;1;1;4;1;1;0;3;1;1;0;0
1259;453;r00453;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;2;0
1260;453;r00453;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;5;0
1261;453;r00453;0;2;1;;1;1;1;1;9;1;1;0;3;1;1;0;0
1262;454;r00454;0;4;1;;0;1;1;1;9;1;1;1;1;1;1;0;0
1263;454;r00454;0;4;1;;0;1;1;1;9;1;1;1;1;1;1;1;0
1264;455;r00455;0;1;1;;1;1;2;2;;0;0;0;1;6;6;1;0
1265;455;r00455;0;1;1;;1;1;2;2;;0;0;0;1;6;6;0;0
1266;456;r00456;0;1;1;;1;1;1;2;9;1;1;0;3;1;1;2;2
1267;456;r00456;0;1;1;;1;1;1;2;9;1;1;0;3;1;1;5;2
1268;456;r00456;0;1;1;;1;1;1;2;9;1;1;0;3;1;1;6;2
1269;457;r00457;0;5;1;;0;0;1;1;9;1;1;1;4;1;1;6;0
1270;458;r00458;0;1;1;;1;0;1;2;;0;0;0;2;1;1;2;2
1271;458;r00458;0;1;1;;1;0;1;2;;0;0;0;2;1;1;5;2
1272;458;r00458;0;1;1;;1;0;1;2;;0;0;0;2;1;1;0;2
1273;458;r00458;0;1;1;;1;0;1;2;;0;0;0;2;1;1;1;2
1274;459;r00459;0;0;0;1;1;2;2;0;;0;1;0;4;1;1;0;0
1275;460;r00460;0;0;1;;1;1;2;2;;0;0;0;3;1;1;5;0
1276;460;r00460;0;0;1;;1;1;2;2;;0;0;0;3;1;1;0;0
1277;461;r00461;0;0;1;;1;1;1;2;4;1;1;1;5;1;1;3;2
1278;461;r00461;0;0;1;;1;1;1;2;9;1;1;1;5;1;1;3;2
1279;462;r00462;0;1;0;1;1;1;1;1;9;1;1;0;1;1;1;0;0
1280;462;r00462;0;1;0;1;1;1;1;1;3;1;1;0;1;1;1;0;0
1281;463;r00463;1;;;;1;0;0;0;;0;0;0;2;1;1;8;0
1282;464;r00464;0;5;0;1;1;2;1;1;14;1;1;0;2;1;1;0;1
1283;464;r00464;0;5;0;1;1;2;1;1;14;1;1;0;2;1;1;1;1
1284;465;r00465;0;2;1;;1;0;2;0;;0;0;0;2;1;1;0;0
1285;466;r00466;0;2;1;;1;2;2;2;;0;0;0;4;1;1;0;1
1286;466;r00466;0;2;1;;1;2;2;2;;0;0;0;4;1;1;1;1
1287;467;r00467;0;1;1;;1;1;1;1;4;1;1;1;1;1;1;1;1
1288;467;r00467;0;1;1;;1;1;1;1;10;1;1;1;1;1;1;1;1
1289;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;7;2
1290;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;3;2
1291;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;2;2
1292;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;4;2
1293;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;5;2
1294;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;0;2
1295;468;r00468;1;;;;1;1;1;1;4;1;1;0;2;0;0;8;2
1296;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;7;2
1297;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;3;2
1298;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;2;2
1299;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;4;2
1300;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;5;2
1301;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;0;2
1302;468;r00468;1;;;;1;1;1;1;9;1;1;0;2;0;0;8;2
1303;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;7;2
1304;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;3;2
1305;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;2;2
1306;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;4;2
1307;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;5;2
1308;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;0;2
1309;468;r00468;1;;;;1;1;1;1;13;1;1;0;2;0;0;8;2
1310;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;7;2
1311;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;3;2
1312;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;2;2
1313;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;4;2
1314;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;5;2
1315;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;0;2
1316;468;r00468;1;;;;1;1;1;1;14;1;1;0;2;0;0;8;2
1317;469;r00469;0;5;0;1;1;1;1;1;9;1;1;0;3;1;1;2;0
1318;469;r00469;0;5;0;1;1;1;1;1;9;1;1;0;3;1;1;0;0
1319;469;r00469;0;5;0;1;1;1;1;1;9;1;1;0;3;1;1;1;0
1320;470;r00470;0;1;1;;1;1;2;2;;0;0;0;1;1;1;1;1
1321;471;r00471;0;5;0;1;1;1;0;0;;0;0;0;4;1;1;7;0
1322;472;r00472;0;1;1;;1;0;0;0;;0;0;0;3;1;1;5;0
1323;472;r00472;0;1;1;;1;0;0;0;;0;0;0;3;1;1;1;0
1324;472;r00472;0;1;1;;1;0;0;0;;0;0;0;3;1;1;0;0
1325;473;r00473;0;2;0;1;1;2;2;2;;0;0;0;2;1;1;2;0
1326;473;r00473;0;2;0;1;1;2;2;2;;0;0;0;2;1;1;5;0
1327;473;r00473;0;2;0;1;1;2;2;2;;0;0;0;2;1;1;6;0
1328;473;r00473;0;2;0;1;1;2;2;2;;0;0;0;2;1;1;0;0
1329;473;r00473;0;2;0;1;1;2;2;2;;0;0;0;2;1;1;1;0
1330;474;r00474;0;0;1;;1;1;2;2;;0;0;1;2;1;1;5;2
1331;474;r00474;0;0;1;;1;1;2;2;;0;0;1;2;1;1;0;2
1332;474;r00474;0;0;1;;1;1;2;2;;0;0;1;2;1;1;1;2
